,id,date,page_nos,filetype,file_extension,file_size_mb,title,filename_original,filepath,pp_toc
0,doc-creditonebank-0.pdf,None,1,.html,com,0.0007686614990234375,Credit One Bank,callback.html,https://secure-dev.creditonebank.com/login/callback,
1,doc-creditonebank-1.pdf,None,1,.html,com,0.0038299560546875,"
        Credit One Bank Platinum X5 Visa Signature | Credit One Bank
    ",platinum-x5-visa.html,https://www.creditonebank.com/credit-cards/platinum-x5-visa,
2,doc-creditonebank-10.pdf,None,1,.html,com,0.00391387939453125,"
        Credit One Bank Unveils New NASCAR American Express Credit Card with Exclusive Benefits for Racing Fans | Credit One Bank
    ",credit-one-bank-unveils-new-nascar-american-express-credit-card.html,https://www.creditonebank.com/corporate/about-us/news-press/credit-one-bank-unveils-new-nascar-american-express-credit-card,
3,doc-creditonebank-100.pdf,None,639,.pdf,pdf,5.990147590637207,,cardholderagreements.pdf,https://www.creditonebank.com/content/dam/cob-corp-acquisition/pdfs/cardholderagreements.pdf,"Table of Contents - Mar 2025_Combined v2.pdf<br>Table of Contents - Mar 2025 1 of 8 new<br>Slide 1<br>Table of Contents - Mar 2025 2 of 8 new<br>Slide 1<br>Table of Contents - Mar 2025 3 of 8 new<br>Slide 1<br>Table of Contents - Mar 2025 4 of 8 new<br>Slide 1<br>Table of Contents - Mar 2025 5 of 8 new<br>Slide 1<br>Table of Contents - Mar 2025 6 of 8 new<br>Slide 1<br>Table of Contents - Mar 2025 7 of 8 new<br>Slide 1<br>Table of Contents - Mar 2025 8 of 8 new<br>Slide 1<br>Q1 2025 Agreements_Combined v2.pdf<br>D457 for WXC4 - Amex Wander Prime_final<br>D455 for WD11 - Amex NP_final<br>D453 for WXC3, XB84 - Amex Prime_final<br>D452 for WL76, WL77 - C1B Prime_final<br>D448 for WR19 - C1B X5_final  PR 7.50<br>D444<br>D443<br>D442<br>D441<br>D438<br>D437<br>D436<br>D435<br>D433<br>D432<br>D431<br>D430<br>D427_replacement<br>D426<br>D424<br>D423<br>D421<br>D420<br>D415<br>D414<br>D407<br>D406<br>D405<br>D404<br>D403<br>D401<br>D400<br>D397<br>D395<br>D392<br>D379<br>D370<br>D368<br>D367<br>D366<br>D365<br>D364<br>D362<br>D352<br>D350<br>D347<br>D343<br>D315<br>D306<br>D305<br>D304<br>D302<br>D300<br>D290<br>D289<br>D280"
4,doc-creditonebank-101.pdf,None,1,.html,com,0.0038738250732421875,"
        Common Credit Card Fees | Credit One Bank
    ",7-common-credit-card-fees-why-banks-charge-them-and-how-to-avoid-them.html,https://www.creditonebank.com/articles/7-common-credit-card-fees-why-banks-charge-them-and-how-to-avoid-them,
5,doc-creditonebank-102.pdf,2019-10-08,4,.pdf,pdf,0.06314659118652344,,cp-agreement.pdf,https://www.creditonebank.com/assets/pdf/cp-agreement.pdf,
6,doc-creditonebank-103.pdf,None,1,.html,com,0.0038242340087890625,"
        Fees Meaning & Definition | Credit One Bank
    ",fees.html,https://www.creditonebank.com/articles/glossary/fees,
7,doc-creditonebank-105.pdf,2019-10-08,4,.pdf,pdf,0.06314659118652344,,credit-protection-agreement.pdf,https://www.creditonebank.com/content/dam/creditonebank/corporate-transactional/pdf/credit-protection-agreement.pdf,
8,doc-creditonebank-106.pdf,None,1,.html,com,0.003925323486328125,"
        Sign In to Pay Your Bill OR See if You Pre-Qualify for a Credit Card | Credit One Bank
    ",www.creditonebank.html,https://www.creditonebank.com/,
9,doc-creditonebank-107.pdf,None,1,.html,com,0.00385284423828125,"
        See if You're Pre-Qualified for a Credit Card | Credit One Bank
    ",prequal.creditonebank.html,https://prequal.creditonebank.com/,
10,doc-creditonebank-108.pdf,None,1,.html,com,0.0038557052612304688,"
        What is Provisional or Conditional Credit? | Credit One Bank
    ",provisional-or-conditional-credit.html,https://www.creditonebank.com/faqs/disputing-charges/provisional-or-conditional-credit,
